Class;Date;Plant stand;Precip;Temp;Hail;Crop hist;Area damaged;Severity;Seed tmt;Germination;Plant Growth;Leaves;Leafspots halo;Leafspots marg;Leafspot size;Leaf shread;Leaf malf;Leaf mild;Stem;Lodging;Stem Cankers;Canker lesion;Fruiting bodies;External decay;Mycelium;Int discolor;Sclerotia;Fruit pods;Fruit spots;Seed;Mold growth;Seed discolor;Seed size;Shriveling;Roots
anthracnose;6;1;2;2;1;3;3;0;2;1;0;1;0;2;2;0;0;0;1;1;3;2;1;1;0;0;0;1;2;0;0;0;0;0;0
anthracnose;5;1;2;1;0;3;3;1;0;1;0;0;0;2;2;0;0;0;1;0;3;2;0;0;0;0;0;1;2;1;1;0;1;1;0
anthracnose;5;1;2;1;0;2;2;1;1;1;0;0;0;2;2;0;0;0;1;0;3;2;0;0;0;0;0;1;2;1;1;0;1;1;0
phyllosticta-leaf-spot;3;1;1;1;0;0;2;0;0;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
phyllosticta-leaf-spot;3;0;0;1;1;0;2;0;0;1;0;1;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
phyllosticta-leaf-spot;3;1;1;1;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
phyllosticta-leaf-spot;3;0;0;1;1;2;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
phyllosticta-leaf-spot;3;1;1;2;0;3;2;0;1;1;0;1;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
phyllosticta-leaf-spot;2;0;0;1;1;0;3;0;2;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
phyllosticta-leaf-spot;1;0;0;2;1;3;2;1;1;1;0;1;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
phyllosticta-leaf-spot;2;1;1;1;0;2;2;1;1;1;0;1;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
phyllosticta-leaf-spot;2;0;0;2;1;3;0;1;1;0;1;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
phyllosticta-leaf-spot;2;1;1;2;0;3;3;0;2;2;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;4;1;2;1;0;1;1;1;1;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;4;0;1;1;0;3;3;1;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;3;0;2;1;0;0;0;1;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;6;0;2;2;0;3;3;0;1;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;6;0;1;1;1;2;2;0;2;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
alternarialeaf-spot;5;0;2;2;0;3;3;1;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;6;0;1;1;0;3;3;0;1;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;5;1;2;2;0;3;1;0;0;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;6;0;2;2;0;3;3;0;1;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;6;0;2;2;0;3;2;1;1;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;5;0;2;2;0;2;3;0;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;4;1;2;1;0;3;0;1;1;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;6;0;2;1;0;1;1;0;1;0;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;5;0;2;2;0;2;2;1;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;5;1;2;1;0;0;0;0;0;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;4;0;2;1;0;2;2;0;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;4;0;2;1;0;1;1;1;1;1;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;5;0;2;1;0;2;1;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;6;0;2;2;0;3;2;0;1;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;6;1;2;2;0;1;1;0;1;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;5;1;2;2;0;3;1;1;0;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;5;1;2;2;0;3;3;1;1;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;4;1;2;1;0;2;1;0;0;2;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;6;1;1;2;0;2;2;0;2;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
alternarialeaf-spot;4;1;2;1;0;1;2;1;1;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;6;1;2;2;0;2;1;0;1;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;4;1;2;1;0;0;3;0;0;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;4;0;2;2;0;3;3;1;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;5;0;2;2;0;2;3;1;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;3;0;2;1;0;0;0;1;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;5;0;2;1;0;1;2;0;1;0;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;5;0;2;2;0;1;1;0;1;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;4;0;2;2;0;1;1;1;0;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;5;1;2;1;0;3;3;0;1;2;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;6;0;2;1;0;2;1;0;0;1;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;5;0;2;1;0;0;3;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;6;0;2;1;0;0;3;0;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;5;1;2;2;0;2;1;1;0;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;5;0;2;1;0;3;0;0;1;0;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternarialeaf-spot;6;0;2;1;0;1;2;0;1;1;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
frog-eye-leaf-spot;6;0;1;2;0;3;3;0;0;0;0;1;2;0;1;0;0;0;1;0;3;2;1;1;0;0;0;1;2;1;0;0;0;0;0
frog-eye-leaf-spot;4;0;1;2;0;1;1;0;1;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
frog-eye-leaf-spot;5;0;1;1;0;2;1;0;0;0;0;1;2;0;1;0;0;0;1;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0
frog-eye-leaf-spot;5;1;2;1;0;3;2;0;0;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
frog-eye-leaf-spot;6;1;2;2;0;3;3;0;1;2;0;1;2;0;1;0;0;0;1;0;3;2;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;4;0;1;1;0;3;3;1;1;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
frog-eye-leaf-spot;3;0;2;1;0;2;3;0;1;1;0;1;2;0;1;0;0;0;1;0;3;2;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;5;0;2;2;0;2;2;0;0;1;0;1;2;0;1;0;0;0;1;0;3;2;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;5;0;2;1;0;1;1;1;1;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
frog-eye-leaf-spot;5;0;2;2;0;2;3;0;1;1;0;1;2;0;1;0;0;0;1;0;3;2;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;5;0;2;1;0;0;1;0;1;1;0;1;2;0;1;0;0;0;1;0;3;2;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;4;0;2;1;0;2;3;0;1;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
frog-eye-leaf-spot;4;0;2;2;0;1;1;1;1;0;0;1;2;0;1;0;0;0;1;0;3;2;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;4;0;2;1;0;2;1;1;1;1;0;1;2;0;1;0;0;0;1;0;3;1;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;3;1;2;1;0;3;2;1;0;2;0;1;2;0;1;0;0;0;1;0;3;2;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;5;0;2;1;0;3;0;1;0;1;0;1;2;0;1;0;0;0;1;0;3;1;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;5;0;2;2;0;1;1;0;1;0;0;1;2;0;1;0;0;0;1;0;3;2;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;4;0;2;2;0;1;2;1;0;0;0;1;2;0;1;0;0;0;1;0;3;2;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;5;0;2;2;0;2;1;0;1;1;0;1;2;0;1;0;0;0;1;0;3;2;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;5;0;2;1;0;3;0;1;0;0;0;1;2;0;1;0;0;0;1;0;3;1;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;3;0;2;1;0;1;2;1;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
frog-eye-leaf-spot;6;0;1;2;0;3;3;0;1;0;0;1;2;0;1;0;0;0;1;0;3;2;1;0;0;0;0;1;2;1;0;1;1;1;0
frog-eye-leaf-spot;5;0;1;1;0;1;3;1;2;0;0;1;2;0;1;0;0;0;1;0;3;0;1;0;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;5;0;2;1;0;3;2;1;0;0;0;1;2;0;1;0;0;0;1;0;3;1;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;5;1;2;1;0;3;3;0;1;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
frog-eye-leaf-spot;3;1;2;1;0;3;0;1;0;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
frog-eye-leaf-spot;6;1;2;2;0;3;1;0;1;2;0;1;2;0;1;0;0;0;1;0;3;2;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;4;0;2;1;0;1;2;1;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
frog-eye-leaf-spot;4;0;2;2;0;1;0;1;0;0;0;1;2;0;1;0;0;0;1;0;3;2;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;6;1;2;2;0;3;0;0;0;2;0;1;2;0;1;0;0;0;1;0;3;2;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;5;1;2;2;0;3;3;0;1;2;0;1;2;0;1;0;0;0;1;0;3;2;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;4;0;2;1;0;0;1;1;1;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
frog-eye-leaf-spot;4;0;2;1;0;2;3;1;1;1;0;1;2;0;1;0;0;0;1;0;3;1;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;4;1;1;2;0;1;1;0;2;2;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
frog-eye-leaf-spot;4;0;2;1;0;2;0;0;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
frog-eye-leaf-spot;5;1;2;1;0;1;2;1;0;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
frog-eye-leaf-spot;4;0;2;2;0;1;3;1;1;0;0;1;2;0;1;0;0;0;1;0;3;2;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;5;0;2;1;0;1;2;0;0;0;0;1;2;0;1;0;0;0;1;0;3;2;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;5;0;2;2;0;2;0;0;0;1;0;1;2;0;1;0;0;0;1;0;3;2;0;1;0;0;0;1;1;0;0;0;0;0;0
frog-eye-leaf-spot;5;1;2;1;0;2;3;0;1;2;0;1;2;0;1;0;0;0;1;0;3;2;0;1;0;0;0;1;1;0;0;0;0;0;0
